,Player,Opp,PPR PTS,0.5 PPR,STD PTS,C/A,PCT,YDS,TD,INT,RUSH,YDS.1,AVG,TD.1,REC,TAR,YDS.2,AVG.1,TD.2,2PC,FUM,Name,pos,team,weekn
1143,"Hunter Renfrow (WR, LV)",@DEN,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Hunter Renfrow,WR, lv,2
1144,"Brett Rypien (QB, LAR)",@SEA,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Brett Rypien,QB, lar,2
1145,"Drew Sample (TE, CIN)",@CLE,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Drew Sample,TE, cin,2
1146,"Deebo Samuel (WR, SF)",@PIT,11.3,8.8,6.3,0/0,0%,0,0,0,2,8,4.0,0,5,7,55,11.0,0,0,0,Deebo Samuel,WR, sf,2
1147,"Miles Sanders (RB, CAR)",@ATL,11.8,9.8,7.8,0/0,0%,0,0,0,18,72,4.0,0,4,6,26,6.5,0,0,1,Miles Sanders,RB, car,2
1148,"Devin Singletary (RB, HOU)",@BAL,1.5,1.5,1.5,0/0,0%,0,0,0,7,15,2.1,0,0,0,0,0.0,0,0,0,Devin Singletary,RB, hou,2
1149,"Darius Slayton (WR, NYG)",DAL,4.5,3.0,1.5,0/0,0%,0,0,0,0,0,0.0,0,3,5,15,5.0,0,0,0,Darius Slayton,WR, nyg,2
1150,"Irv Smith Jr. (TE, CIN)",@CLE,4.7,3.2,1.7,0/0,0%,0,0,0,0,0,0.0,0,3,5,17,5.7,0,0,0,Irv Smith Jr.,TE, cin,2
1151,"Easton Stick (QB, LAC)",MIA,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Easton Stick,QB, lac,2
1152,"Jarrett Stidham (QB, DEN)",LV,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Jarrett Stidham,QB, den,2
1153,"Tommy Sweeney (TE, NYG)",DAL,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Tommy Sweeney,TE, nyg,2
1154,"Cody Thompson (WR, SEA)",LAR,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Cody Thompson,WR, sea,2
1155,"Trevon Wesco (TE, TEN)",@NO,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Trevon Wesco,TE, ten,2
1156,"Trayveon Williams (RB, CIN)",@CLE,0.7,0.7,0.7,0/0,0%,0,0,0,2,7,3.5,0,0,0,0,0.0,0,0,0,Trayveon Williams,RB, cin,2
1157,"Parris Campbell (WR, NYG)",DAL,1.2,0.7,0.2,0/0,0%,0,0,0,0,0,0.0,0,1,4,2,2.0,0,0,0,Parris Campbell,WR, nyg,2
1158,"Miles Boykin (WR, PIT)",SF,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Miles Boykin,WR, pit,2
1159,"A.J. Brown (WR, PHI)",@NE,14.9,11.4,7.9,0/0,0%,0,0,0,0,0,0.0,0,7,10,79,11.3,0,0,0,A.J. Brown,WR, phi,2
1160,"Marquise Brown (WR, ARI)",@WAS,8.7,7.2,5.7,0/0,0%,0,0,0,1,29,29.0,0,3,5,28,9.3,0,0,0,Marquise Brown,WR, ari,2
1161,"Jake Browning (QB, CIN)",@CLE,-0.1,-0.1,-0.1,0/1,0%,0,0,0,1,-1,-1.0,0,0,0,0,0.0,0,0,0,Jake Browning,QB, cin,2
1162,"Greg Dortch (WR, ARI)",@WAS,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Greg Dortch,WR, ari,2
1163,"Diontae Johnson (WR, PIT)",SF,7.8,6.3,4.8,0/0,0%,0,0,0,0,0,0.0,0,3,6,48,16.0,0,0,0,Diontae Johnson,WR, pit,2
1164,"Jakob Johnson (RB, LV)",@DEN,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Jakob Johnson,RB, lv,2
1165,"Juwann Winfree (WR, IND)",JAX,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Juwann Winfree,WR, ind,2
1166,"Scotty Miller (WR, ATL)",CAR,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Scotty Miller,WR, atl,2
1167,"Olamide Zaccheaus (WR, PHI)",@NE,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Olamide Zaccheaus,WR, phi,2
1168,"Deonte Harty (WR, BUF)",@NYJ,4.3,2.8,1.3,0/0,0%,0,0,0,1,4,4.0,0,3,4,9,3.0,0,0,0,Deonte Harty,WR, buf,2
1169,"Andrew Beck (RB, HOU)",@BAL,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Andrew Beck,RB, hou,2
1170,"Trenton Irwin (WR, CIN)",@CLE,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Trenton Irwin,WR, cin,2
1171,"Stephen Carlson (TE, CHI)",GB,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Stephen Carlson,TE, chi,2
1172,"Khari Blasingame (RB, CHI)",GB,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,1,0,0.0,0,0,0,Khari Blasingame,RB, chi,2
1173,"Craig Reynolds (RB, DET)",@KC,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Craig Reynolds,RB, det,2
1174,"D'Ernest Johnson (RB, JAX)",@IND,-0.4,-0.4,-0.4,0/0,0%,0,0,0,1,-4,-4.0,0,0,0,0,0.0,0,0,0,D'Ernest Johnson,RB, jax,2
1175,"Gunner Olszewski (WR, PIT)",SF,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Gunner Olszewski,WR, pit,2
1176,"J.K. Dobbins (RB, BAL)",HOU,11.7,10.7,9.7,0/0,0%,0,0,0,8,22,2.8,1,2,3,15,7.5,0,0,0,J.K. Dobbins,RB, bal,2
1177,"Tua Tagovailoa (QB, MIA)",@LAC,27.14,33.14,33.14,28/45,62.2%,466,3,1,5,5,1.0,0,0,0,0,0.0,0,0,2,Tua Tagovailoa,QB, mia,2
1178,"Brycen Hopkins (TE, LAR)",@SEA,3.1,2.6,2.1,0/0,0%,0,0,0,0,0,0.0,0,1,2,21,21.0,0,0,0,Brycen Hopkins,TE, lar,2
1179,"CeeDee Lamb (WR, DAL)",@NYG,11.7,9.7,7.7,0/0,0%,0,0,0,0,0,0.0,0,4,4,77,19.2,0,0,0,CeeDee Lamb,WR, dal,2
1180,"Justin Herbert (QB, LAC)",MIA,20.86,22.86,22.86,23/33,69.7%,229,1,0,5,17,3.4,1,0,0,0,0.0,0,0,0,Justin Herbert,QB, lac,2
1181,"D'Andre Swift (RB, PHI)",@NE,1.3,0.8,0.3,0/0,0%,0,0,0,1,3,3.0,0,1,2,0,0.0,0,0,0,D'Andre Swift,RB, phi,2
1182,"Justin Jefferson (WR, MIN)",TB,24.0,19.5,15.0,0/0,0%,0,0,0,0,0,0.0,0,9,12,150,16.7,0,0,0,Justin Jefferson,WR, min,2
1183,"DeVonta Smith (WR, PHI)",@NE,17.7,14.2,10.7,0/0,0%,0,0,0,0,0,0.0,0,7,10,47,6.7,1,0,0,DeVonta Smith,WR, phi,2
1184,"Cam Akers (RB, LAR)",@SEA,8.9,8.9,8.9,0/0,0%,0,0,0,22,29,1.3,1,0,0,0,0.0,0,0,0,Cam Akers,RB, lar,2
1185,"Tee Higgins (WR, CIN)",@CLE,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,8,0,0.0,0,0,0,Tee Higgins,WR, cin,2
1186,"Chuba Hubbard (RB, CAR)",@ATL,8.9,7.9,6.9,0/0,0%,0,0,0,9,60,6.7,0,2,2,9,4.5,0,0,0,Chuba Hubbard,RB, car,2
1187,"Jerry Jeudy (WR, DEN)",LV,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Jerry Jeudy,WR, den,2
1188,"Joe Burrow (QB, CIN)",@CLE,3.18,3.18,3.18,14/31,45.2%,82,0,0,1,-1,-1.0,0,0,0,0,0.0,0,0,0,Joe Burrow,QB, cin,2
1189,"Travis Etienne Jr. (RB, JAX)",@IND,21.4,18.9,16.4,0/0,0%,0,0,0,18,77,4.3,1,5,5,27,5.4,0,0,0,Travis Etienne Jr.,RB, jax,2
1190,"Laviska Shenault Jr. (WR, CAR)",@ATL,4.1,3.1,2.1,0/0,0%,0,0,0,2,5,2.5,0,2,2,16,8.0,0,0,0,Laviska Shenault Jr.,WR, car,2
1191,"K.J. Osborn (WR, MIN)",TB,6.1,4.6,3.1,0/0,0%,0,0,0,0,0,0.0,0,3,6,31,10.3,0,0,0,K.J. Osborn,WR, min,2
1192,"Jauan Jennings (WR, SF)",@PIT,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,1,0,0.0,0,0,0,Jauan Jennings,WR, sf,2
1193,"Devin Duvernay (WR, BAL)",HOU,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Devin Duvernay,WR, bal,2
1194,"Lawrence Cager (TE, NYG)",DAL,3.7,2.7,1.7,0/0,0%,0,0,0,0,0,0.0,0,2,2,17,8.5,0,0,0,Lawrence Cager,TE, nyg,2
1195,"Giovanni Ricci (TE, CAR)",@ATL,1.2,0.7,0.2,0/0,0%,0,0,0,0,0,0.0,0,1,1,2,2.0,0,0,0,Giovanni Ricci,TE, car,2
1196,"Nick Westbrook-Ikhine (WR, TEN)",@NO,9.8,7.8,5.8,0/0,0%,0,0,0,0,0,0.0,0,4,7,58,14.5,0,0,0,Nick Westbrook-Ikhine,WR, ten,2
1197,"Gabe Davis (WR, BUF)",@NYJ,5.2,4.2,3.2,0/0,0%,0,0,0,0,0,0.0,0,2,4,32,16.0,0,0,0,Gabe Davis,WR, buf,2
1198,"Juwan Johnson (TE, NO)",TEN,6.6,5.1,3.6,0/0,0%,0,0,0,0,0,0.0,0,3,5,36,12.0,0,0,0,Juwan Johnson,TE, no,2
1199,"Van Jefferson (WR, LAR)",@SEA,6.4,4.4,2.4,0/0,0%,0,0,0,0,0,0.0,0,4,5,24,6.0,0,0,0,Van Jefferson,WR, lar,2
1200,"Michael Pittman Jr. (WR, IND)",JAX,23.7,19.7,15.7,0/0,0%,0,0,0,0,0,0.0,0,8,11,97,12.1,1,0,0,Michael Pittman Jr.,WR, ind,2
1201,"Brandon Aiyuk (WR, SF)",@PIT,32.9,28.9,24.9,0/0,0%,0,0,0,0,0,0.0,0,8,8,129,16.1,2,0,0,Brandon Aiyuk,WR, sf,2
1202,"Chase Claypool (WR, CHI)",GB,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,2,0,0.0,0,0,0,Chase Claypool,WR, chi,2
1203,"Donovan Peoples-Jones (WR, CLE)",CIN,2.2,1.7,1.2,0/0,0%,0,0,0,0,0,0.0,0,1,2,12,12.0,0,0,0,Donovan Peoples-Jones,WR, cle,2
1204,"Nico Collins (WR, HOU)",@BAL,14.0,11.0,8.0,0/0,0%,0,0,0,0,0,0.0,0,6,11,80,13.3,0,0,0,Nico Collins,WR, hou,2
1205,"Isaiah Hodgins (WR, NYG)",DAL,1.4,0.9,0.4,0/0,0%,0,0,0,0,0,0.0,0,1,3,24,24.0,0,0,1,Isaiah Hodgins,WR, nyg,2
1206,"JaMycal Hasty (RB, JAX)",@IND,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,JaMycal Hasty,RB, jax,2
1207,"Najee Harris (RB, PIT)",SF,5.3,4.3,3.3,0/0,0%,0,0,0,6,31,5.2,0,2,2,2,1.0,0,0,0,Najee Harris,RB, pit,2
1208,"Clyde Edwards-Helaire (RB, KC)",DET,3.9,3.4,2.9,0/0,0%,0,0,0,6,22,3.7,0,1,1,7,7.0,0,0,0,Clyde Edwards-Helaire,RB, kc,2
1209,"Cole Kmet (TE, CHI)",GB,9.4,6.9,4.4,0/0,0%,0,0,0,1,0,0.0,0,5,7,44,8.8,0,0,0,Cole Kmet,TE, chi,2
1210,"Tony Jones Jr. (RB, NO)",TEN,0.5,0.5,0.5,0/0,0%,0,0,0,1,5,5.0,0,0,0,0,0.0,0,0,0,Tony Jones Jr.,RB, no,2
1211,"Joshua Kelley (RB, LAC)",MIA,15.1,15.1,15.1,0/0,0%,0,0,0,16,91,5.7,1,0,1,0,0.0,0,0,0,Joshua Kelley,RB, lac,2
1212,"Harrison Bryant (TE, CLE)",CIN,8.5,7.5,6.5,0/0,0%,0,0,0,0,0,0.0,0,2,2,5,2.5,1,0,0,Harrison Bryant,TE, cle,2
1213,"Zack Moss (RB, IND)",JAX,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Zack Moss,RB, ind,2
1214,"Noah Gray (TE, KC)",DET,6.1,4.6,3.1,0/0,0%,0,0,0,0,0,0.0,0,3,5,31,10.3,0,0,0,Noah Gray,TE, kc,2
1215,"Adam Trautman (TE, DEN)",LV,8.4,5.9,3.4,0/0,0%,0,0,0,0,0,0.0,0,5,5,34,6.8,0,0,0,Adam Trautman,TE, den,2
1216,"Ke'Shawn Vaughn (RB, TB)",@MIN,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Ke'Shawn Vaughn,RB, tb,2
1217,"Albert Okwuegbunam (TE, PHI)",@NE,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Albert Okwuegbunam,TE, phi,2
1218,"Luke Farrell (TE, JAX)",@IND,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Luke Farrell,TE, jax,2
1219,"Josiah Deguara (TE, GB)",@CHI,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Josiah Deguara,TE, gb,2
1220,"Mitchell Wilcox (TE, CIN)",@CLE,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Mitchell Wilcox,TE, cin,2
1221,"AJ Dillon (RB, GB)",@CHI,5.6,4.6,3.6,0/0,0%,0,0,0,13,19,1.5,0,2,3,17,8.5,0,0,0,AJ Dillon,RB, gb,2
1222,"DeeJay Dallas (RB, SEA)",LAR,2.8,2.3,1.8,0/0,0%,0,0,0,2,4,2.0,0,1,1,14,14.0,0,0,0,DeeJay Dallas,RB, sea,2
1223,"Colby Parkinson (TE, SEA)",LAR,1.8,1.3,0.8,0/0,0%,0,0,0,0,0,0.0,0,1,2,8,8.0,0,0,0,Colby Parkinson,TE, sea,2
1224,"Tyler Huntley (QB, BAL)",HOU,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Tyler Huntley,QB, bal,2
1225,"Sam Ehlinger (QB, IND)",JAX,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Sam Ehlinger,QB, ind,2
1226,"Patrick Taylor (RB, GB)",@CHI,2.2,2.2,2.2,0/0,0%,0,0,0,5,22,4.4,0,0,0,0,0.0,0,0,0,Patrick Taylor,RB, gb,2
1227,"Jalen Hurts (QB, PHI)",@NE,12.5,14.5,14.5,22/33,66.7%,170,1,0,9,37,4.1,0,0,0,0,0.0,0,0,1,Jalen Hurts,QB, phi,2
1228,"Jordan Love (QB, GB)",@CHI,22.0,28.0,28.0,15/27,55.6%,245,3,0,3,12,4.0,0,0,0,0,0.0,0,0,1,Jordan Love,QB, gb,2
1229,"Salvon Ahmed (RB, MIA)",@LAC,1.1,1.1,1.1,0/0,0%,0,0,0,3,11,3.7,0,0,3,0,0.0,0,0,0,Salvon Ahmed,RB, mia,2
1230,"Ty Chandler (RB, MIN)",TB,2.8,2.3,1.8,0/0,0%,0,0,0,3,0,0.0,0,1,1,18,18.0,0,0,0,Ty Chandler,RB, min,2
1231,"Anthony McFarland Jr. (RB, PIT)",SF,3.1,2.1,1.1,0/0,0%,0,0,0,0,0,0.0,0,2,2,11,5.5,0,0,0,Anthony McFarland Jr.,RB, pit,2
1232,"Antonio Gibson (RB, WAS)",ARI,0.9,0.4,-0.1,0/0,0%,0,0,0,3,9,3.0,0,1,1,10,10.0,0,0,1,Antonio Gibson,RB, was,2
1233,"Rico Dowdle (RB, DAL)",@NYG,2.4,2.4,2.4,0/0,0%,0,0,0,6,24,4.0,0,0,0,0,0.0,0,0,0,Rico Dowdle,RB, dal,2
1234,"Quez Watkins (WR, PHI)",@NE,3.7,2.7,1.7,0/0,0%,0,0,0,0,0,0.0,0,2,2,17,8.5,0,0,0,Quez Watkins,WR, phi,2
1235,"Darnell Mooney (WR, CHI)",GB,15.3,13.3,11.3,0/0,0%,0,0,0,0,0,0.0,0,4,7,53,13.2,1,0,0,Darnell Mooney,WR, chi,2
1236,"Charlie Woerner (TE, SF)",@PIT,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Charlie Woerner,TE, sf,2
1237,"Reggie Gilliam (RB, BUF)",@NYJ,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Reggie Gilliam,RB, buf,2
1238,"Kirk Merritt (WR, NO)",TEN,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Kirk Merritt,WR, no,2
1239,"Kristian Wilkerson (WR, LV)",@DEN,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Kristian Wilkerson,WR, lv,2
1240,"Trevor Lawrence (QB, JAX)",@IND,17.74,21.74,21.74,24/32,75%,241,2,1,7,21,3.0,0,0,0,0,0.0,0,0,1,Trevor Lawrence,QB, jax,2
1241,"Justin Fields (QB, CHI)",GB,15.54,17.54,17.54,24/37,64.9%,216,1,1,9,59,6.6,0,0,0,0,0.0,0,0,1,Justin Fields,QB, chi,2
1242,"Trey Lance (QB, DAL)",@NYG,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Trey Lance,QB, dal,2
1243,"Kyle Trask (QB, TB)",@MIN,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Kyle Trask,QB, tb,2
1244,"Zach Wilson (QB, NYJ)",BUF,9.2,11.2,11.2,14/21,66.7%,140,1,1,4,6,1.5,0,0,0,0,0.0,0,0,0,Zach Wilson,QB, nyj,2
1245,"Mac Jones (QB, NE)",PHI,25.14,31.14,31.14,35/54,64.8%,316,3,1,2,15,7.5,0,0,0,0,0.0,0,0,0,Mac Jones,QB, ne,2
1246,"Kenny Pickett (QB, PIT)",SF,11.68,13.68,13.68,31/46,67.4%,232,1,2,1,4,4.0,0,0,0,0,0.0,0,0,0,Kenny Pickett,QB, pit,2
1247,"Desmond Ridder (QB, ATL)",CAR,7.9,9.4,8.9,15/18,83.3%,115,1,0,1,-1,-1.0,0,1,1,-6,-6.0,0,0,1,Desmond Ridder,QB, atl,2
1248,"Davis Mills (QB, HOU)",@BAL,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Davis Mills,QB, hou,2
1249,"Brevin Jordan (TE, HOU)",@BAL,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Brevin Jordan,TE, hou,2
1250,"Pat Freiermuth (TE, PIT)",SF,7.3,6.8,6.3,0/0,0%,0,0,0,0,0,0.0,0,1,4,3,3.0,1,0,0,Pat Freiermuth,TE, pit,2
1251,"Kyle Pitts (TE, ATL)",CAR,6.4,5.4,4.4,0/0,0%,0,0,0,0,0,0.0,0,2,3,44,22.0,0,0,0,Kyle Pitts,TE, atl,2
1252,"Quintin Morris (TE, BUF)",@NYJ,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Quintin Morris,TE, buf,2
1253,"Tre' McKitty (TE, LAC)",MIA,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Tre' McKitty,TE, lac,2
1254,"Cole Turner (TE, WAS)",ARI,2.7,2.2,1.7,0/0,0%,0,0,0,0,0,0.0,0,1,2,17,17.0,0,0,0,Cole Turner,TE, was,2
1255,"Peyton Hendershot (TE, DAL)",@NYG,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,1,0,0.0,0,0,0,Peyton Hendershot,TE, dal,2
1256,"Matt Bushman (TE, KC)",DET,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Matt Bushman,TE, kc,2
1257,"Jeremy Ruckert (TE, NYJ)",BUF,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Jeremy Ruckert,TE, nyj,2
1258,"James Mitchell (TE, DET)",@KC,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,James Mitchell,TE, det,2
1259,"Breece Hall (RB, NYJ)",BUF,14.7,14.2,13.7,0/0,0%,0,0,0,10,127,12.7,0,1,2,20,20.0,0,0,1,Breece Hall,RB, nyj,2
1260,"Elijah Mitchell (RB, SF)",@PIT,1.0,1.0,1.0,0/0,0%,0,0,0,5,10,2.0,0,0,1,0,0.0,0,0,0,Elijah Mitchell,RB, sf,2
1261,"Zamir White (RB, LV)",@DEN,1.7,1.2,0.7,0/0,0%,0,0,0,1,2,2.0,0,1,1,5,5.0,0,0,0,Zamir White,RB, lv,2
1262,"Rhamondre Stevenson (RB, NE)",PHI,14.9,11.9,8.9,0/0,0%,0,0,0,12,25,2.1,0,6,6,64,10.7,0,0,0,Rhamondre Stevenson,RB, ne,2
1263,"Ronnie Rivers (RB, LAR)",@SEA,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Ronnie Rivers,RB, lar,2
1264,"Michael Carter (RB, NYJ)",BUF,3.8,2.8,1.8,0/0,0%,0,0,0,1,6,6.0,0,2,2,12,6.0,0,0,0,Michael Carter,RB, nyj,2
1265,"Javonte Williams (RB, DEN)",LV,9.7,7.7,5.7,0/0,0%,0,0,0,13,52,4.0,0,4,6,5,1.2,0,0,0,Javonte Williams,RB, den,2
1266,"Keaontay Ingram (RB, ARI)",@WAS,-0.4,-0.4,-0.4,0/0,0%,0,0,0,5,-4,-0.8,0,0,0,0,0.0,0,0,0,Keaontay Ingram,RB, ari,2
1267,"Kenneth Gainwell (RB, PHI)",@NE,11.4,9.4,7.4,0/0,0%,0,0,0,14,54,3.9,0,4,4,20,5.0,0,0,0,Kenneth Gainwell,RB, phi,2
1268,"Khalil Herbert (RB, CHI)",GB,11.4,9.9,8.4,0/0,0%,0,0,0,9,27,3.0,0,3,5,37,12.3,0,1,0,Khalil Herbert,RB, chi,2
1269,"Ja'Marr Chase (WR, CIN)",@CLE,9.1,6.6,4.1,0/0,0%,0,0,0,1,2,2.0,0,5,9,39,7.8,0,0,0,Ja'Marr Chase,WR, cin,2
1270,"Chris Olave (WR, NO)",TEN,19.2,15.2,11.2,0/0,0%,0,0,0,0,0,0.0,0,8,10,112,14.0,0,0,0,Chris Olave,WR, no,2
1271,"Calvin Austin III (WR, PIT)",SF,9.7,6.7,3.7,0/0,0%,0,0,0,0,0,0.0,0,6,6,37,6.2,0,0,0,Calvin Austin III,WR, pit,2
1272,"Amon-Ra St. Brown (WR, DET)",@KC,19.1,16.1,13.1,0/0,0%,0,0,0,0,0,0.0,0,6,9,71,11.8,1,0,0,Amon-Ra St. Brown,WR, det,2
1273,"Ben Skowronek (WR, LAR)",@SEA,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,2,0,0.0,0,0,0,Ben Skowronek,WR, lar,2
1274,"Elijah Moore (WR, CLE)",CIN,9.2,7.7,6.2,0/0,0%,0,0,0,2,19,9.5,0,3,7,43,14.3,0,0,0,Elijah Moore,WR, cle,2
1275,"Ihmir Smith-Marsette (WR, CAR)",@ATL,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Ihmir Smith-Marsette,WR, car,2
1276,"Jalen Tolbert (WR, DAL)",@NYG,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,1,0,0.0,0,0,0,Jalen Tolbert,WR, dal,2
1277,"Jaylen Waddle (WR, MIA)",@LAC,11.8,9.8,7.8,0/0,0%,0,0,0,0,0,0.0,0,4,5,78,19.5,0,0,0,Jaylen Waddle,WR, mia,2
1278,"Tutu Atwell (WR, LAR)",@SEA,17.9,14.9,11.9,0/0,0%,0,0,0,0,0,0.0,0,6,8,119,19.8,0,0,0,Tutu Atwell,WR, lar,2
1279,"Tylan Wallace (WR, BAL)",HOU,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Tylan Wallace,WR, bal,2
1280,"Joshua Palmer (WR, LAC)",MIA,1.4,0.9,0.4,0/0,0%,0,0,0,0,0,0.0,0,1,1,4,4.0,0,0,0,Joshua Palmer,WR, lac,2
1281,"Kadarius Toney (WR, KC)",DET,1.0,0.5,0.0,0/0,0%,0,0,0,1,-1,-1.0,0,1,5,1,1.0,0,0,0,Kadarius Toney,WR, kc,2
1282,"Rashod Bateman (WR, BAL)",HOU,6.5,5.0,3.5,0/0,0%,0,0,0,0,0,0.0,0,3,3,35,11.7,0,0,0,Rashod Bateman,WR, bal,2
1283,"Rondale Moore (WR, ARI)",@WAS,7.5,6.0,4.5,0/0,0%,0,0,0,2,12,6.0,0,3,3,33,11.0,0,0,0,Rondale Moore,WR, ari,2
1284,"Ronnie Bell (WR, SF)",@PIT,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Ronnie Bell,WR, sf,2
1285,"Chris Evans (RB, CIN)",@CLE,2.1,1.6,1.1,0/0,0%,0,0,0,2,12,6.0,0,1,1,-1,-1.0,0,0,0,Chris Evans,RB, cin,2
1286,"John Bates (TE, WAS)",ARI,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,John Bates,TE, was,2
1287,"Jack Stoll (TE, PHI)",@NE,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Jack Stoll,TE, phi,2
1288,"Tommy Tremble (TE, CAR)",@ATL,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Tommy Tremble,TE, car,2
1289,"Gary Brightwell (RB, NYG)",DAL,3.1,2.1,1.1,0/0,0%,0,0,0,1,5,5.0,0,2,2,6,3.0,0,0,0,Gary Brightwell,RB, nyg,2
1290,"Deon Jackson (RB, IND)",JAX,3.8,1.3,-1.2,0/0,0%,0,0,0,13,14,1.1,0,5,6,14,2.8,0,0,2,Deon Jackson,RB, ind,2
